Date mutation,Valeur fonciere,Code postal,Commune,Type local,Surface reelle bati,prix_m2
18/04/2024,1600000.0,63700,SAINT ELOY LES MINES,Maison,88.0,18181.81818181818
18/04/2024,1600000.0,63700,SAINT ELOY LES MINES,Maison,88.0,18181.81818181818
25/04/2024,500000.0,63610,BESSE-ET-SAINT-ANASTAISE,Appartement,55.0,9090.90909090909
29/04/2024,50000.0,63570,AUZAT-LA-COMBELLE,Maison,18.0,2777.777777777778
13/05/2024,1500000.0,63640,CHARENSAT,Maison,100.0,15000.0
21/05/2024,2000000.0,63710,SAINT-NECTAIRE,Maison,200.0,10000.0
21/05/2024,2000000.0,63710,SAINT-NECTAIRE,Maison,200.0,10000.0
13/05/2024,320000.0,63140,CHATELGUYON,Appartement,21.0,15238.095238095239
14/05/2024,50000.0,63000,CLERMONT FERRAND,Appartement,80.0,625.0
14/05/2024,50000.0,63000,CLERMONT FERRAND,Appartement,82.0,609.7560975609756
15/05/2024,1300000.0,63620,GIAT,Maison,80.0,16250.0
15/05/2024,1000000.0,63600,SAINT-JUST,Maison,75.0,13333.333333333334
29/05/2024,200000.0,63800,COURNON D AUVERGNE,Maison,81.0,2469.135802469136
05/06/2024,2840000.0,63490,SUGERES,Maison,151.0,18807.947019867548
27/05/2024,100000.0,63350,MARINGUES,Maison,72.0,1388.888888888889
23/05/2024,1800000.0,63940,MARSAC-EN-LIVRADOIS,Maison,100.0,18000.0
11/06/2024,800000.0,63620,GIAT,Maison,54.0,14814.814814814816
29/05/2024,800000.0,63230,SAINT-OURS,Maison,167.0,4790.419161676647
22/05/2024,500000.0,63340,AUGNAT,Maison,70.0,7142.857142857143
22/05/2024,500000.0,63340,AUGNAT,Maison,451.0,1108.6474501108648
22/05/2024,500000.0,63340,AUGNAT,Maison,70.0,7142.857142857143
22/05/2024,500000.0,63340,AUGNAT,Maison,451.0,1108.6474501108648
22/05/2024,500000.0,63340,AUGNAT,Maison,70.0,7142.857142857143
22/05/2024,500000.0,63340,AUGNAT,Maison,451.0,1108.6474501108648
22/05/2024,500000.0,63340,AUGNAT,Maison,70.0,7142.857142857143
22/05/2024,500000.0,63340,AUGNAT,Maison,451.0,1108.6474501108648
22/05/2024,500000.0,63340,AUGNAT,Maison,70.0,7142.857142857143
22/05/2024,500000.0,63340,AUGNAT,Maison,451.0,1108.6474501108648
22/05/2024,500000.0,63340,AUGNAT,Maison,70.0,7142.857142857143
22/05/2024,500000.0,63340,AUGNAT,Maison,451.0,1108.6474501108648
18/06/2024,1500000.0,63630,SAINT-GERMAIN-L HERM,Maison,126.0,11904.761904761905
14/06/2024,2450000.0,63980,ECHANDELYS,Maison,129.0,18992.248062015504
17/06/2024,850000.0,63220,ARLANC,Maison,57.0,14912.280701754386
07/06/2024,1500000.0,63440,SAINT-REMY-DE-BLOT,Maison,84.0,17857.14285714286
07/06/2024,1500000.0,63440,SAINT-REMY-DE-BLOT,Maison,84.0,17857.14285714286
27/06/2024,607000.0,63490,CONDAT-LES-MONTBOISSIER,Maison,56.0,10839.285714285714
12/07/2024,1500000.0,63590,TOURS-SUR-MEYMONT,Maison,90.0,16666.666666666668
20/06/2024,200000.0,63190,LEZOUX,Maison,108.0,1851.851851851852
20/06/2024,200000.0,63190,LEZOUX,Maison,108.0,1851.851851851852
09/07/2024,2000000.0,63300,THIERS,Appartement,110.0,18181.81818181818
09/07/2024,2000000.0,63300,THIERS,Appartement,110.0,18181.81818181818
11/07/2024,300000.0,63700,YOUX,Maison,45.0,6666.666666666667
08/07/2024,650000.0,63220,BEURRIERES,Maison,120.0,5416.666666666667
11/07/2024,300000.0,63700,YOUX,Maison,40.0,7500.0
16/07/2024,1000000.0,63300,THIERS,Maison,81.0,12345.67901234568
26/07/2024,1000000.0,63700,BUXIERES-SOUS-MONTAIGUT,Maison,68.0,14705.882352941177
29/07/2024,450000.0,63760,LASTIC,Maison,75.0,6000.0
19/07/2024,1805000.0,63380,CONDAT-EN-COMBRAILLE,Maison,104.0,17355.76923076923
19/07/2024,1000000.0,63750,MESSEIX,Maison,140.0,7142.857142857143
31/07/2024,1600000.0,63570,LAMONTGIE,Maison,100.0,16000.0
01/08/2024,1400000.0,63560,SERVANT,Maison,120.0,11666.666666666666
01/08/2024,1400000.0,63560,SERVANT,Maison,120.0,11666.666666666666
06/08/2024,2250000.0,63330,PIONSAT,Maison,115.0,19565.217391304348
30/07/2024,1000000.0,63650,LA MONNERIE-LE MONTEL,Appartement,52.0,19230.76923076923
30/07/2024,1000000.0,63650,LA MONNERIE-LE MONTEL,Appartement,100.0,10000.0
30/07/2024,1000000.0,63650,LA MONNERIE-LE MONTEL,Appartement,52.0,19230.76923076923
30/07/2024,1000000.0,63650,LA MONNERIE-LE MONTEL,Appartement,100.0,10000.0
30/07/2024,1000000.0,63650,LA MONNERIE-LE MONTEL,Appartement,100.0,10000.0
30/07/2024,1000000.0,63650,LA MONNERIE-LE MONTEL,Appartement,100.0,10000.0
30/07/2024,1000000.0,63300,THIERS,Appartement,51.0,19607.843137254902
13/08/2024,500000.0,63320,SAINT-FLORET,Maison,26.0,19230.76923076923
29/07/2024,2700000.0,63380,VILLOSSANGES,Maison,139.0,19424.460431654676
31/07/2024,300000.0,63330,VIRLET,Maison,30.0,10000.0
26/07/2024,500000.0,63600,AMBERT,Maison,200.0,2500.0
23/08/2024,1640000.0,63220,SAINT-ALYRE-D ARLANC,Maison,98.0,16734.69387755102
19/08/2024,800000.0,63300,THIERS,Maison,72.0,11111.111111111111
08/08/2024,900000.0,63400,CHAMALIERES,Appartement,85.0,10588.235294117647
26/08/2024,600000.0,63130,ROYAT,Maison,54.0,11111.111111111111
20/08/2024,1599000.0,63980,AIX-LA-FAYETTE,Maison,80.0,19987.5
04/09/2024,350000.0,63550,PALLADUC,Maison,52.0,6730.7692307692305
09/08/2024,250000.0,63940,MARSAC-EN-LIVRADOIS,Maison,24.0,10416.666666666666
11/09/2024,700000.0,63520,DOMAIZE,Maison,130.0,5384.615384615385
11/09/2024,700000.0,63520,DOMAIZE,Maison,130.0,5384.615384615385
05/09/2024,100000.0,63700,YOUX,Maison,35.0,2857.1428571428573
20/09/2024,1500000.0,63120,SERMENTIZON,Maison,108.0,13888.888888888889
20/09/2024,1500000.0,63120,SERMENTIZON,Maison,108.0,13888.888888888889
23/08/2024,350000.0,63350,MARINGUES,Maison,94.0,3723.404255319149
17/09/2024,400000.0,63300,THIERS,Maison,89.0,4494.38202247191
16/09/2024,600000.0,63570,JUMEAUX,Maison,34.0,17647.058823529413
12/09/2024,100000.0,63190,LEZOUX,Maison,81.0,1234.567901234568
27/09/2024,380000.0,63300,THIERS,Maison,36.0,10555.555555555555
02/10/2024,2149700.0,63800,LA ROCHE NOIRE,Maison,117.0,18373.504273504273
02/10/2024,2149700.0,63800,LA ROCHE NOIRE,Maison,117.0,18373.504273504273
12/09/2024,1300000.0,63660,SAINT-ANTHEME,Maison,165.0,7878.787878787879
27/09/2024,2600000.0,63760,BOURG-LASTIC,Maison,142.0,18309.859154929578
30/09/2024,2000000.0,63310,SAINT-CLEMENT-DE-REGNAT,Maison,115.0,17391.304347826088
24/09/2024,396000.0,63260,SAINT-AGOULIN,Maison,90.0,4400.0
09/10/2024,1300000.0,63330,LA CELLETTE,Maison,86.0,15116.279069767443
21/10/2024,200000.0,63650,LA MONNERIE-LE MONTEL,Maison,43.0,4651.162790697675
25/10/2024,500000.0,63250,CHABRELOCHE,Maison,35.0,14285.714285714286
23/10/2024,650000.0,63160,BILLOM,Maison,50.0,13000.0
24/10/2024,200000.0,63300,THIERS,Maison,42.0,4761.9047619047615
14/10/2024,1400000.0,63300,THIERS,Appartement,73.0,19178.08219178082
03/10/2024,4609583.0,63320,CHADELEUF,Maison,350.0,13170.237142857142
15/10/2024,35000.0,63480,BERTIGNAT,Maison,25.0,1400.0
18/10/2024,290000.0,63600,AMBERT,Maison,90.0,3222.222222222222
28/10/2024,820000.0,63680,LA TOUR-D'AUVERGNE,Appartement,44.0,18636.363636363636
18/10/2024,80000.0,63680,LA TOUR-D'AUVERGNE,Appartement,84.0,952.3809523809524
18/10/2024,80000.0,63680,LA TOUR-D'AUVERGNE,Appartement,22.0,3636.3636363636365
18/10/2024,80000.0,63680,LA TOUR-D'AUVERGNE,Appartement,27.0,2962.962962962963
25/10/2024,901600.0,63200,RIOM,Appartement,69.0,13066.666666666666
05/11/2024,250000.0,63630,SAINT-BONNET-LE-BOURG,Maison,54.0,4629.62962962963
08/11/2024,650000.0,63380,PONTAUMUR,Maison,55.0,11818.181818181818
18/11/2024,1000000.0,63620,GIAT,Maison,65.0,15384.615384615385
28/11/2024,1000000.0,63700,SAINT ELOY LES MINES,Maison,136.0,7352.941176470588
28/11/2024,1000000.0,63700,SAINT ELOY LES MINES,Maison,136.0,7352.941176470588
06/11/2024,500000.0,63340,NONETTE-ORSONNETTE,Maison,40.0,12500.0
14/11/2024,2000000.0,63760,BOURG-LASTIC,Maison,110.0,18181.81818181818
27/11/2024,700000.0,63250,ARCONSAT,Maison,75.0,9333.333333333334
22/11/2024,500000.0,63160,EGLISENEUVE-PRES-BILLOM,Maison,32.0,15625.0
25/11/2024,400000.0,63120,SAUVIAT,Maison,63.0,6349.206349206349
03/12/2024,1700000.0,63470,HERMENT,Maison,128.0,13281.25
04/12/2024,683900.0,63330,SAINT MAURICE PRES PIONSAT,Maison,37.0,18483.783783783783
12/12/2024,1425000.0,63300,THIERS,Maison,72.0,19791.666666666668
12/12/2024,600000.0,63200,RIOM,Maison,71.0,8450.704225352112
03/12/2024,2000000.0,63990,JOB,Maison,135.0,14814.814814814816
13/12/2024,500000.0,63330,LE QUARTIER,Maison,40.0,12500.0
13/12/2024,500000.0,63330,LE QUARTIER,Maison,40.0,12500.0
13/12/2024,500000.0,63330,LE QUARTIER,Maison,79.0,6329.113924050633
13/12/2024,1100000.0,63330,PIONSAT,Maison,57.0,19298.245614035088
13/12/2024,1100000.0,63330,PIONSAT,Maison,83.0,13253.012048192772
23/12/2024,1300000.0,63119,CHATEAUGAY,Maison,115.0,11304.347826086956
19/12/2024,1000000.0,63460,MONTCEL,Maison,78.0,12820.51282051282
23/12/2024,700000.0,63300,THIERS,Maison,60.0,11666.666666666666
16/12/2024,1000000.0,63310,SAINT-CLEMENT-DE-REGNAT,Maison,100.0,10000.0
24/12/2024,1000000.0,63420,SAINT-ALYRE-ES-MONTAGNE,Maison,67.0,14925.373134328358
20/12/2024,2160000.0,63700,LAPEYROUSE,Maison,124.0,17419.354838709678
23/12/2024,1000000.0,63750,MESSEIX,Maison,64.0,15625.0
18/12/2024,750000.0,63500,ISSOIRE,Maison,59.0,12711.864406779661
15/11/2024,2100000.0,63350,VINZELLES,Maison,230.0,9130.434782608696
19/11/2024,700000.0,63220,DORANGES,Maison,40.0,17500.0
26/01/2024,245000.0,64800,MONTAUT,Maison,120.0,2041.6666666666667
26/01/2024,1080000.0,64460,MONTANER,Maison,60.0,18000.0
12/02/2024,2350000.0,64300,ORTHEZ,Appartement,141.0,16666.666666666668
19/02/2024,516000.0,64290,GAN,Appartement,28.0,18428.571428571428
19/02/2024,516000.0,64290,GAN,Appartement,53.0,9735.849056603774
19/02/2024,516000.0,64290,GAN,Maison,192.0,2687.5
19/02/2024,516000.0,64290,GAN,Appartement,45.0,11466.666666666666
19/02/2024,516000.0,64290,GAN,Appartement,71.0,7267.605633802817
19/02/2024,516000.0,64290,GAN,Appartement,53.0,9735.849056603774
19/02/2024,516000.0,64290,GAN,Maison,192.0,2687.5
19/02/2024,516000.0,64290,GAN,Appartement,28.0,18428.571428571428
19/02/2024,516000.0,64290,GAN,Appartement,71.0,7267.605633802817
19/02/2024,516000.0,64290,GAN,Appartement,45.0,11466.666666666666
24/05/2024,400000.0,64370,MORLANNE,Maison,33.0,12121.212121212122
12/06/2024,1000000.0,64000,PAU,Appartement,101.0,9900.990099009901
12/06/2024,1000000.0,64000,PAU,Appartement,80.0,12500.0
21/06/2024,313800.0,64230,DENGUIN,Maison,76.0,4128.9473684210525
26/07/2024,680000.0,64170,LABASTIDE MONREJEAU,Maison,260.0,2615.3846153846152
26/07/2024,680000.0,64170,LABASTIDE MONREJEAU,Maison,260.0,2615.3846153846152
18/06/2024,567000.0,64570,ARETTE,Maison,60.0,9450.0
18/06/2024,567000.0,64570,ARETTE,Maison,42.0,13500.0
17/07/2024,625000.0,64000,PAU,Maison,136.0,4595.588235294118
17/07/2024,625000.0,64000,PAU,Maison,136.0,4595.588235294118
12/07/2024,1833333.0,64390,BARRAUTE CAMU,Maison,100.0,18333.33
02/07/2024,300000.0,64230,ARTIGUELOUVE,Maison,57.0,5263.1578947368425
02/07/2024,300000.0,64230,ARTIGUELOUVE,Maison,57.0,5263.1578947368425
12/09/2024,2400000.0,64800,MIREPEIX,Maison,170.0,14117.64705882353
16/09/2024,4512300.0,64360,LUCQ DE BEARN,Maison,315.0,14324.761904761905
17/10/2024,1428622.0,64390,SAINT GLADIE ARRIVE MUNEIN,Appartement,177.0,8071.310734463277
17/10/2024,1428622.0,64390,SAINT GLADIE ARRIVE MUNEIN,Appartement,87.0,16420.94252873563
17/10/2024,1428622.0,64390,SAINT GLADIE ARRIVE MUNEIN,Appartement,177.0,8071.310734463277
17/10/2024,1428622.0,64390,SAINT GLADIE ARRIVE MUNEIN,Appartement,87.0,16420.94252873563
05/11/2024,500000.0,64000,PAU,Appartement,194.0,2577.319587628866
07/11/2024,2500000.0,64190,CASTETNAU CAMBLONG,Maison,250.0,10000.0
17/01/2024,1920000.0,64200,ARCANGUES,Maison,286.0,6713.286713286713
12/02/2024,2300000.0,64120,LARCEVEAU-ARROS-CIBITS,Maison,142.0,16197.18309859155
29/02/2024,700000.0,64100,BAYONNE,Appartement,130.0,5384.615384615385
29/02/2024,700000.0,64100,BAYONNE,Appartement,130.0,5384.615384615385
21/03/2024,700000.0,64600,ANGLET,Appartement,66.0,10606.060606060606
25/03/2024,200000.0,64560,LICQ-ATHEREY,Maison,35.0,5714.285714285715
16/05/2024,200000.0,64500,SAINT-JEAN-DE-LUZ,Appartement,85.0,2352.9411764705883
11/06/2024,300000.0,64130,MENDITTE,Maison,70.0,4285.714285714285
11/06/2024,300000.0,64130,MENDITTE,Maison,70.0,4285.714285714285
06/06/2024,400000.0,64560,LARRAU,Maison,60.0,6666.666666666667
25/06/2024,2600000.0,64220,CARO,Maison,221.0,11764.70588235294
15/07/2024,50000.0,64600,ANGLET,Appartement,71.0,704.2253521126761
15/07/2024,50000.0,64600,ANGLET,Appartement,71.0,704.2253521126761
16/07/2024,1500000.0,64122,URRUGNE,Appartement,177.0,8474.57627118644
16/07/2024,1500000.0,64122,URRUGNE,Appartement,90.0,16666.666666666668
16/07/2024,1500000.0,64122,URRUGNE,Appartement,177.0,8474.57627118644
16/07/2024,1500000.0,64122,URRUGNE,Appartement,90.0,16666.666666666668
21/06/2024,431875.0,64430,SAINT ETIENNE DE BAIGORRY,Maison,122.0,3539.9590163934427
09/09/2024,300000.0,64210,BIDART,Appartement,59.0,5084.745762711865
19/09/2024,4500000.0,64470,TARDETS-SORHOLUS,Maison,272.0,16544.117647058825
23/09/2024,2000000.0,64122,URRUGNE,Appartement,177.0,11299.435028248588
03/10/2024,495000.0,64480,USTARITZ,Maison,132.0,3750.0
04/10/2024,1000000.0,64500,SAINT-JEAN-DE-LUZ,Appartement,79.0,12658.227848101265
21/11/2024,360000.0,64200,BIARRITZ,Appartement,35.0,10285.714285714286
21/11/2024,360000.0,64200,BIARRITZ,Appartement,85.0,4235.294117647059
25/11/2024,1200000.0,64310,ASCAIN,Maison,184.0,6521.739130434783
25/11/2024,1200000.0,64310,ASCAIN,Maison,184.0,6521.739130434783
13/12/2024,70000.0,64220,SAINT-JEAN-PIED-DE-PORT,Appartement,40.0,1750.0
30/01/2024,250000.0,65170,SAINT-LARY-SOULAN,Appartement,28.0,8928.57142857143
25/01/2024,100000.0,65400,AUCUN,Maison,20.0,5000.0
25/01/2024,100000.0,65400,AUCUN,Maison,20.0,5000.0
24/01/2024,1250000.0,65370,BERTREN,Maison,100.0,12500.0
15/02/2024,900000.0,65230,CASTELNAU-MAGNOAC,Appartement,68.0,13235.29411764706
15/02/2024,900000.0,65230,CASTELNAU-MAGNOAC,Appartement,54.0,16666.666666666668
15/02/2024,900000.0,65230,CASTELNAU-MAGNOAC,Appartement,80.0,11250.0
02/03/2024,1000000.0,65230,CASTELNAU-MAGNOAC,Maison,155.0,6451.612903225807
05/04/2024,1000000.0,65100,LOURDES,Appartement,67.0,14925.373134328358
12/04/2024,1600000.0,65190,BEGOLE,Maison,90.0,17777.777777777777
26/04/2024,1800000.0,65660,AVENTIGNAN,Maison,105.0,17142.85714285714
07/06/2024,500000.0,65100,LOURDES,Maison,28.0,17857.14285714286
28/05/2024,900000.0,65140,RABASTENS-DE-BIGORRE,Appartement,60.0,15000.0
14/06/2024,920000.0,65000,TARBES,Appartement,128.0,7187.5
01/07/2024,1500000.0,65370,ESBAREICH,Maison,77.0,19480.51948051948
17/07/2024,375000.0,65110,CAUTERETS,Appartement,52.0,7211.538461538462
17/07/2024,225000.0,65110,CAUTERETS,Appartement,52.0,4326.923076923077
29/07/2024,1400000.0,65000,TARBES,Appartement,87.0,16091.954022988506
01/08/2024,500000.0,65510,LOUDENVIELLE,Appartement,37.0,13513.513513513513
08/08/2024,2500000.0,65120,LUZ-SAINT-SAUVEUR,Maison,134.0,18656.716417910447
22/08/2024,700000.0,65370,MAULEON-BAROUSSE,Maison,110.0,6363.636363636364
13/09/2024,500000.0,65400,ARGELES-GAZOST,Appartement,56.0,8928.57142857143
13/09/2024,500000.0,65400,ARGELES-GAZOST,Appartement,68.0,7352.941176470588
14/08/2024,40000.0,65110,CAUTERETS,Appartement,23.0,1739.1304347826087
30/08/2024,1000000.0,65300,LANNEMEZAN,Appartement,103.0,9708.73786407767
30/08/2024,1000000.0,65300,LANNEMEZAN,Appartement,113.0,8849.557522123894
10/10/2024,100000.0,65330,TOURNOUS-DEVANT,Maison,137.0,729.92700729927
11/10/2024,450000.0,65200,CIEUTAT,Maison,100.0,4500.0
08/10/2024,1250000.0,65240,GUCHEN,Maison,130.0,9615.384615384615
30/10/2024,2000000.0,65150,SAINT-LAURENT-DE-NESTE,Maison,115.0,17391.304347826088
20/11/2024,120000.0,65190,BORDES,Maison,67.0,1791.044776119403
20/12/2024,1900000.0,65000,TARBES,Maison,97.0,19587.628865979383
16/01/2024,20000.0,66420,LE BARCARES,Appartement,30.0,666.6666666666666
17/01/2024,50000.0,66800,SAILLAGOUSE,Appartement,72.0,694.4444444444445
27/03/2024,300000.0,66750,SAINT-CYPRIEN,Maison,50.0,6000.0
17/04/2024,500000.0,66460,MAURY,Maison,53.0,9433.962264150943
22/04/2024,1500000.0,66500,RIA-SIRACH,Maison,116.0,12931.034482758621
29/04/2024,1300000.0,66000,PERPIGNAN,Appartement,72.0,18055.555555555555
22/02/2024,800000.0,66000,PERPIGNAN,Appartement,66.0,12121.212121212122
25/04/2024,1600000.0,66230,PRATS-DE-MOLLO-LA-PRESTE,Maison,90.0,17777.777777777777
25/04/2024,1600000.0,66230,PRATS-DE-MOLLO-LA-PRESTE,Maison,90.0,17777.777777777777
02/05/2024,300000.0,66700,ARGELES SUR MER,Appartement,41.0,7317.073170731707
02/05/2024,300000.0,66700,ARGELES SUR MER,Appartement,44.0,6818.181818181818
17/06/2024,500000.0,66820,VERNET-LES-BAINS,Appartement,73.0,6849.315068493151
02/07/2024,1350000.0,66100,PERPIGNAN,Appartement,70.0,19285.714285714286
08/07/2024,800000.0,66220,PRUGNANES,Maison,50.0,16000.0
26/06/2024,1000000.0,66000,PERPIGNAN,Maison,134.0,7462.686567164179
26/06/2024,1000000.0,66000,PERPIGNAN,Maison,134.0,7462.686567164179
06/08/2024,1000000.0,66000,PERPIGNAN,Appartement,60.0,16666.666666666668
01/08/2024,500000.0,66000,PERPIGNAN,Appartement,50.0,10000.0
13/09/2024,100000.0,66500,VILLEFRANCHE DE CONFLENT,Appartement,34.0,2941.176470588235
13/09/2024,100000.0,66500,VILLEFRANCHE DE CONFLENT,Appartement,34.0,2941.176470588235
02/10/2024,50000.0,66000,PERPIGNAN,Appartement,58.0,862.0689655172414
18/10/2024,200000.0,66160,LE BOULOU,Maison,112.0,1785.7142857142858
08/11/2024,200000.0,66000,PERPIGNAN,Appartement,62.0,3225.8064516129034
24/10/2024,2500000.0,66500,VILLEFRANCHE DE CONFLENT,Maison,130.0,19230.76923076923
14/11/2024,157500.0,66000,PERPIGNAN,Appartement,64.0,2460.9375
26/11/2024,1000000.0,66190,COLLIOURE,Maison,140.0,7142.857142857143
29/11/2024,2400000.0,66100,PERPIGNAN,Maison,199.0,12060.301507537688
24/01/2024,550000.0,69004,LYON 4EME,Appartement,92.0,5978.260869565217
14/02/2024,600000.0,69240,SAINT VINCENT DE REINS,Maison,77.0,7792.207792207792
31/01/2024,135000.0,69160,TASSIN-LA-DEMI-LUNE,Appartement,74.0,1824.3243243243244
05/02/2024,1000000.0,69001,LYON 1ER,Appartement,120.0,8333.333333333334
26/01/2024,280000.0,69001,LYON 1ER,Appartement,63.0,4444.444444444444
26/01/2024,280000.0,69001,LYON 1ER,Appartement,48.0,5833.333333333333
05/02/2024,425000.0,69210,SAVIGNY,Maison,118.0,3601.6949152542375
05/02/2024,425000.0,69210,SAVIGNY,Maison,118.0,3601.6949152542375
27/02/2024,1000000.0,69440,CHABANIERE,Maison,100.0,10000.0
27/02/2024,1000000.0,69440,CHABANIERE,Maison,120.0,8333.333333333334
16/02/2024,100000.0,69005,LYON 5EME,Appartement,65.0,1538.4615384615386
16/02/2024,100000.0,69005,LYON 5EME,Appartement,65.0,1538.4615384615386
11/03/2024,500000.0,69290,CRAPONNE,Appartement,88.0,5681.818181818182
07/03/2024,540000.0,69700,BEAUVALLON,Appartement,100.0,5400.0
07/03/2024,540000.0,69700,BEAUVALLON,Appartement,100.0,5400.0
04/03/2024,500000.0,69005,LYON 5EME,Appartement,121.0,4132.231404958678
04/03/2024,500000.0,69005,LYON 5EME,Appartement,121.0,4132.231404958678
08/03/2024,250000.0,69005,LYON 5EME,Appartement,55.0,4545.454545454545
21/03/2024,1000000.0,69002,LYON 2EME,Appartement,126.0,7936.507936507936
12/03/2024,200000.0,69310,PIERRE BENITE,Appartement,46.0,4347.826086956522
22/03/2024,150000.0,69002,LYON 2EME,Appartement,42.0,3571.4285714285716
28/03/2024,100000.0,69290,CRAPONNE,Appartement,44.0,2272.7272727272725
28/03/2024,100000.0,69290,CRAPONNE,Appartement,40.0,2500.0
28/03/2024,100000.0,69290,CRAPONNE,Appartement,89.0,1123.5955056179776
28/03/2024,100000.0,69290,CRAPONNE,Appartement,42.0,2380.9523809523807
28/03/2024,100000.0,69290,CRAPONNE,Appartement,47.0,2127.659574468085
28/03/2024,100000.0,69290,CRAPONNE,Appartement,72.0,1388.888888888889
28/03/2024,100000.0,69290,CRAPONNE,Appartement,63.0,1587.3015873015872
28/03/2024,100000.0,69290,CRAPONNE,Appartement,64.0,1562.5
28/03/2024,100000.0,69290,CRAPONNE,Appartement,68.0,1470.5882352941176
28/03/2024,100000.0,69290,CRAPONNE,Appartement,68.0,1470.5882352941176
28/03/2024,100000.0,69290,CRAPONNE,Appartement,45.0,2222.222222222222
28/03/2024,100000.0,69290,CRAPONNE,Appartement,45.0,2222.222222222222
28/03/2024,100000.0,69290,CRAPONNE,Appartement,64.0,1562.5
28/03/2024,100000.0,69290,CRAPONNE,Appartement,70.0,1428.5714285714287
28/03/2024,100000.0,69290,CRAPONNE,Appartement,63.0,1587.3015873015872
28/03/2024,100000.0,69290,CRAPONNE,Appartement,97.0,1030.9278350515465
28/03/2024,100000.0,69290,CRAPONNE,Appartement,72.0,1388.888888888889
22/03/2024,1000000.0,69002,LYON 2EME,Appartement,100.0,10000.0
22/03/2024,1000000.0,69002,LYON 2EME,Appartement,60.0,16666.666666666668
22/03/2024,1000000.0,69002,LYON 2EME,Appartement,100.0,10000.0
24/04/2024,1003500.0,69280,MARCY-L ETOILE,Maison,124.0,8092.741935483871
30/04/2024,700000.0,69160,TASSIN-LA-DEMI-LUNE,Appartement,81.0,8641.975308641975
25/04/2024,208000.0,69440,CHABANIERE,Maison,110.0,1890.909090909091
06/05/2024,120000.0,69450,SAINT CYR AU MONT D OR,Maison,155.0,774.1935483870968
23/05/2024,220000.0,69620,VAL D'OINGT,Appartement,49.0,4489.7959183673465
23/05/2024,220000.0,69620,VAL D'OINGT,Appartement,49.0,4489.7959183673465
27/05/2024,200000.0,69890,LA TOUR DE SALVAGNY,Appartement,58.0,3448.2758620689656
28/05/2024,1000000.0,69240,THIZY LES BOURGS,Maison,107.0,9345.794392523365
14/06/2024,1123100.0,69002,LYON 2EME,Appartement,286.0,3926.923076923077
24/06/2024,2600000.0,69240,THIZY LES BOURGS,Maison,140.0,18571.428571428572
24/06/2024,500000.0,69001,LYON 1ER,Appartement,121.0,4132.231404958678
05/07/2024,50000.0,69470,COURS,Appartement,60.0,833.3333333333334
05/07/2024,50000.0,69470,COURS,Appartement,69.0,724.6376811594203
05/07/2024,50000.0,69470,COURS,Appartement,75.0,666.6666666666666
11/07/2024,380000.0,69001,LYON 1ER,Appartement,45.0,8444.444444444445
08/07/2024,1000000.0,69009,LYON 9EME,Appartement,72.0,13888.888888888889
12/07/2024,15000.0,69002,LYON 2EME,Appartement,16.0,937.5
18/07/2024,300000.0,69510,SOUCIEU EN JARREST,Maison,119.0,2521.0084033613443
10/07/2024,100000.0,69004,LYON 4EME,Appartement,91.0,1098.901098901099
16/07/2024,3500000.0,69110,SAINTE FOY LES LYON,Maison,230.0,15217.391304347826
31/07/2024,100000.0,69600,OULLINS,Appartement,24.0,4166.666666666667
27/07/2024,1000000.0,69005,LYON 5EME,Appartement,56.0,17857.14285714286
29/08/2024,300000.0,69470,COURS,Appartement,37.0,8108.108108108108
29/08/2024,300000.0,69470,COURS,Appartement,35.0,8571.42857142857
29/08/2024,300000.0,69470,COURS,Appartement,35.0,8571.42857142857
26/09/2024,600000.0,69002,LYON 2EME,Appartement,60.0,10000.0
23/09/2024,1000000.0,69140,RILLIEUX-LA-PAPE,Appartement,70.0,14285.714285714286
17/09/2024,800000.0,69005,LYON 5EME,Appartement,60.0,13333.333333333334
17/09/2024,200000.0,69002,LYON 2EME,Appartement,76.0,2631.5789473684213
07/10/2024,75000.0,69270,COUZON-AU-MONT-D OR,Maison,135.0,555.5555555555555
11/10/2024,700000.0,69001,LYON 1ER,Appartement,38.0,18421.052631578947
11/10/2024,2035000.0,69460,SAINT ETIENNE DES OULLIERES,Maison,155.0,13129.032258064517
16/10/2024,70000.0,69001,LYON 1ER,Appartement,77.0,909.0909090909091
10/10/2024,150000.0,69009,LYON 9EME,Appartement,88.0,1704.5454545454545
10/10/2024,150000.0,69009,LYON 9EME,Appartement,88.0,1704.5454545454545
31/10/2024,300000.0,69300,CALUIRE ET CUIRE,Appartement,62.0,4838.709677419355
31/10/2024,4160000.0,69400,VILLEFRANCHE,Maison,225.0,18488.88888888889
08/11/2024,420000.0,69510,THURINS,Maison,121.0,3471.0743801652893
08/11/2024,420000.0,69510,THURINS,Maison,121.0,3471.0743801652893
08/11/2024,420000.0,69510,THURINS,Maison,121.0,3471.0743801652893
26/11/2024,50000.0,69170,LES SAUVAGES,Maison,83.0,602.4096385542168
29/11/2024,2000000.0,69140,RILLIEUX-LA-PAPE,Maison,123.0,16260.162601626016
13/12/2024,2500000.0,69730,GENAY,Maison,161.0,15527.950310559007
20/12/2024,350000.0,69001,LYON 1ER,Appartement,185.0,1891.8918918918919
16/12/2024,1430000.0,69700,ECHALAS,Maison,170.0,8411.764705882353
